,,,水分,単糖当量,でん粉,ぶどう糖,果糖,ガラクトース,しょ糖,麦芽糖,乳糖,トレハロース,計,ソルビトール,マンニトール,備考
6319,838,ルッコラ 葉 生,92.7,0,Tr,Tr,Tr,Tr,Tr,0,0,0,0,-,-,"別名： ロケットサラダ、エルカ、ルコラ
廃棄部位： 株元
英国成分表から推計"
6310,839,ルバーブ 葉柄 生,92.1,-1.9,0,-1.0,-0.8,-,-0.1,0,0,0,-1.9,-,-,"別名： しょくようだいおう
廃棄部位： 表皮及び両端
豪州成分表から推計"
6311,840,ルバーブ 葉柄 ゆで,94.1,-1.4,0,-0.7,-0.6,-,-0.1,0,0,0,-1.4,-,-,"別名： しょくようだいおう
表皮及び両端を除いたもの
豪州成分表から推計"
6312,841,（レタス類） レタス 土耕栽培 結球葉 生,95.9,1.7,0.1,0.7,0.8,-,0.1,0,0,-,1.7,-,-,"別名： たまちしゃ
廃棄部位： 株元"
6361,842,（レタス類） レタス 水耕栽培 結球葉 生,95.3,-2.0,-0.1,-0.8,-1.0,-,-0.1,0,0,-,-2.0,-,-,"別名： たまちしゃ
廃棄部位： 株元
06312レタス土耕栽培生から推計"
6313,843,（レタス類） サラダな 葉 生,94.9,0.7,0,0.3,0.3,-,0.1,0,0,-,0.7,-,-,廃棄部位： 株元
6314,844,（レタス類） リーフレタス 葉 生,94.0,-0.9,0,-0.4,-0.5,0,0,0,0,0,-0.9,-,-,"別名： ちりめんちしゃ、あおちりめんちしゃ
廃棄部位： 株元
米国成分表から推計"
6315,845,（レタス類） サニーレタス 葉 生,94.1,-0.6,0,-0.3,-0.4,0,0,0,0,0,-0.6,-,-,"別名： あかちりめんちしゃ
廃棄部位： 株元
米国成分表から推計"
6316,847,（レタス類） コスレタス 葉 生,94.5,-1.2,0,-0.4,-0.8,0,0,0,0,0,-1.2,-,-,"別名： ロメインレタス、たちちしゃ、たちレタス
廃棄部位： 株元
米国成分表から推計"
6317,848,れんこん 根茎 生,81.5,14.2,10.5,0.1,0.1,-,2.3,0,0,-,13.0,-,-,廃棄部位： 節部及び皮
6318,849,れんこん 根茎 ゆで,81.9,-13.9,-10.3,-0.1,-0.1,-,-2.2,0,0,-,-12.7,-,-,"節部及び皮を除いたもの
06317れんこん生から推計"
6371,850,れんこん 甘酢れんこん,80.8,15.1,12.3,0.5,0.4,-,0.5,0,-,-,13.8,-,-,
6399,861,（その他） 野菜ミックスジュース 通常タイプ,93.9,3.1,0,1.3,1.4,-,0.4,-,-,-,3.1,-,-,
6400,862,（その他） 野菜ミックスジュース 濃縮タイプ,90.0,5.8,0.2,1.7,1.6,-,2.2,-,-,-,5.7,-,-,
7181,865,アサイー 冷凍 無糖,87.7,0.2,Tr,0.1,0.1,-,0,0,0,-,0.2,0,-,
7006,870,アボカド 生,71.3,-0.8,-0.1,-0.4,-0.1,-0.1,-0.1,0,0,0,-0.8,-,-,"別名： アボガド
廃棄部位： 果皮及び種子
米国成分表から推計"
7007,871,あんず 生,89.8,-4.8,0,-1.0,-0.3,0,-3.4,0,0,0,-4.7,-0.3,-,"別名： アプリコット
廃棄部位： 核及び果柄
豪州成分表から推計。ガラクトースは米国成分表から推計"
7008,872,あんず 乾,16.8,-49.9,-1.2,-18.4,-14.8,0,-14.7,0,0,0,-49.0,-3.4,-,"別名： アプリコット
果皮及び核を除いたもの
豪州成分表から推計。ガラクトースは米国成分表から推計"
7010,874,あんず ジャム 高糖度,34.5,-66.5,0,-0.8,-0.5,-,-62.0,0,0,0,-63.4,-,-,"別名： アプリコット
原材料配合割合から推計"
7012,876,いちご 生,90.0,-6.1,0,-1.6,-1.8,-,-2.5,0,0,-,-5.9,0,0,"別名： オランダイチゴ
廃棄部位： へた及び果梗
ソルビトール、マンニトールは豪州成分表から推計"
7013,877,いちご ジャム 高糖度,36.0,-65.4,0,-1.1,-1.2,-,-60.1,0,0,-,-62.4,-,-,"別名： オランダイチゴ
原材料配合割合から推計"
7015,880,いちじく 生,84.6,-11.0,-0.1,-5.6,-5.2,-,Tr,Tr,0,-,-11.0,0,-,"廃棄部位： 果皮及び果柄
ソルビトールは豪州成分表から推計"
7016,881,いちじく 乾,18.0,-62.7,-5.9,-29.0,-26.9,-0.2,-0.1,0,0,0,-62.1,-,-,米国成分表から推計
7022,886,うめ 梅干し 塩漬,72.2,0.9,0,0.5,0.4,-,0,0,0,-,0.9,0.4,-,廃棄部位： 核
7037,890,オリーブ 塩漬 グリーンオリーブ,75.6,0,0,Tr,Tr,-,Tr,0,0,0,0,-,-,"緑果の塩漬
試料: びん詰 
液汁を除いたもの
廃棄部位： 種子
英国成分表から推計"
7049,893,かき 甘がき 生,83.1,13.3,0,4.8,4.5,-,3.8,0,0,-,13.1,-,-,廃棄部位： 果皮、種子及びへた
7050,894,かき 渋抜きがき 生,82.2,13.7,0,5.8,5.2,-,2.6,Tr,0,-,13.6,-,-,廃棄部位： 果皮、種子及びへた
7026,898,（かんきつ類） うんしゅうみかん じょうのう 早生 生,87.2,-8.9,0,-1.6,-1.9,-,-5.2,0,0,-,-8.7,-,-,"別名：みかん
廃棄部位： 果皮
07027うんしゅうみかん,じょうのう普通生から推計"
7027,899,（かんきつ類） うんしゅうみかん じょうのう 普通 生,86.9,9.2,0,1.7,1.9,-,5.3,0,0,-,8.9,-,-,"別名：みかん  
廃棄部位： 果皮"
7028,900,（かんきつ類） うんしゅうみかん 砂じょう 早生 生,87.8,-9.5,0,-1.8,-2.1,-,-5.4,0,0,-,-9.2,-,-,"別名：みかん
廃棄部位： 果皮及びじょうのう膜
07029うんしゅうみかん砂じょう普通生から推計"
7029,901,（かんきつ類） うんしゅうみかん 砂じょう 普通 生,87.4,9.8,0,1.8,2.1,-,5.6,0,0,-,9.5,-,-,"別名：みかん
廃棄部位： 果皮及びじょうのう膜"
7030,902,（かんきつ類） うんしゅうみかん 果実飲料 ストレートジュース,88.5,9.2,Tr,2.6,2.8,-,3.7,0,0,-,9.1,-,-,別名：みかんストレートジュース
7031,903,（かんきつ類） うんしゅうみかん 果実飲料 濃縮還元ジュース,89.3,8.5,0,2.3,2.6,-,3.4,0,0,-,8.3,-,-,別名：みかん濃縮還元ジュース
7040,909,（かんきつ類） オレンジ ネーブル 砂じょう 生,86.8,8.3,0,1.9,2.1,-,4.0,0,0,-,8.1,-,-,"別名： ネーブルオレンジ
廃棄部位： 果皮、じょうのう膜及び種子"
7041,910,（かんきつ類） オレンジ バレンシア 米国産 砂じょう 生,88.7,-7.1,0,-1.7,-1.9,Tr,-3.3,0,0,0,-7.0,-,-,"別名： バレンシアオレンジ
廃棄部位： 果皮、じょうのう膜及び種子
英国成分表から推計"
7042,911,（かんきつ類） オレンジ バレンシア 果実飲料 ストレートジュース,87.8,9.0,0,2.6,2.9,0,3.3,0,0,-,8.8,-,-,"別名： バレンシアオレンジ
でん粉は英国成分表、ガラクトース、麦芽糖及び乳糖は米国成分表から推計"
7043,912,（かんきつ類） オレンジ バレンシア 果実飲料 濃縮還元ジュース,88.1,-7.9,0,-1.9,-2.1,0,-3.7,0,0,0,-7.7,-,-,"別名： バレンシアオレンジ
米国成分表から推計。でん粉は英国成分表から推計"
7046,915,（かんきつ類） オレンジ バレンシア マーマレード 高糖度,36.4,-61.3,0,-24.4,-13.3,0,-15.8,-6.7,0,0,-60.2,-,-,"別名： バレンシアオレンジ
英国成分表から推計"
7062,923,（かんきつ類） グレープフルーツ 白肉種 砂じょう 生,89.0,7.5,0,2.0,2.2,-,3.1,0,0,-,7.3,-,-,廃棄部位： 果皮、じょうのう膜及び種子
7164,924,（かんきつ類） グレープフルーツ 紅肉種 砂じょう 生,89.0,-6.5,0,-1.5,-1.6,0,-3.2,0,0,-,-6.3,-,-,"廃棄部位： 果皮、じょうのう膜及び種子
米国成分表から推計"
7063,925,（かんきつ類） グレープフルーツ 果実飲料 ストレートジュース,88.7,-8.8,0,-3.2,-3.5,-,-2.0,0,0,0,-8.7,-,-,英国成分表から推計
7064,926,（かんきつ類） グレープフルーツ 果実飲料 濃縮還元ジュース,90.1,-7.8,0,-2.8,-3.1,-,-1.8,0,0,0,-7.7,-,-,英国成分表から推計
7067,929,（かんきつ類） グレープフルーツ 缶詰,82.1,-15.2,0,-6.6,-6.8,-,-1.8,0,0,0,-15.2,-,-,"試料： ライトシラップ漬
液汁を含んだもの 液汁40 % 
英国成分表から推計"
7145,950,（かんきつ類） ライム 果汁 生,89.8,-1.9,0,-0.7,-0.7,0,-0.5,0,0,0,-1.9,-,-,"全果に対する果汁分： 35 % 
米国成分表から推計"
7155,951,（かんきつ類） レモン 全果 生,85.3,2.6,0,1.5,0.7,-,0.4,0,0,-,2.6,-,-,廃棄部位： 種子及びへた
7156,952,（かんきつ類） レモン 果汁 生,90.5,1.5,0,0.6,0.6,0,0.3,0,0,-,1.5,-,-,"全果に対する果汁分： 30 % 
でん粉、ガラクトース、麦芽糖及び乳糖は米国成分表から推計"
7054,953,キウイフルーツ 緑肉種 生,84.7,9.6,0.5,3.7,4.0,-,1.4,0,0,-,9.5,-,-,"別名： キウイ
廃棄部位： 果皮及び両端"
7168,954,キウイフルーツ 黄肉種 生,83.2,-11.9,-0.1,-5.0,-5.5,0,-1.2,0,0,-,-11.9,-,-,"別名： ゴールデンキウイ
廃棄部位： 果皮及び両端
米国成分表から推計"
7057,957,グァバ 赤肉種 生,88.9,-3.6,-0.1,-1.5,-1.7,-,-0.3,0,0,0,-3.6,-,-,"別名： グアバ、ばんじろう、ばんざくろ
廃棄部位： 果皮及び種子
英国成分表から推計"
7058,959,グァバ 果実飲料 20%果汁入り飲料 （ネクター）,87.4,-10.0,0,-4.3,-4.4,0,-0.1,-1.1,0,0,-9.9,-,-,"別名： グアバ、ばんじろう、ばんざくろ
果肉（ピューレー）分： 20 %
米国成分表から推計"
7157,963,ココナッツ ココナッツウォーター,94.3,-7.9,0,-3.2,-2.9,-,-1.8,0,0,0,-7.8,-,-,"全果に対する割合： 20 %
豪州成分表から推計"
7158,964,ココナッツ ココナッツミルク,78.8,-9.4,-3.8,-2.0,-1.9,-,-1.1,0,0,-,-8.9,-,-,"試料： 缶詰
豪州成分表から推計"
7071,967,さくらんぼ 米国産 生,81.1,-13.7,0,-7.0,-5.7,-0.6,-0.2,-0.1,0,0,-13.7,-2.2,-,"別名： おうとう、スイートチェリー
廃棄部位： 核及び果柄
米国成分表から推計。ソルビトールは豪州成分表から推計"
7072,968,さくらんぼ 米国産 缶詰,81.5,-13.8,-0.3,-6.6,-4.3,0,-1.8,-0.7,0,0,-13.6,-0.9,-,"別名： おうとう、スイートチェリー
試料： ヘビーシラップ漬
液汁を除いたもの
内容総量に対する果肉分： 50 %
廃棄部位： 核及び果柄
米国成分表から推計。でん粉、ソルビトールは豪州成分表から推計"
7060,973,（すぐり類） グーズベリー 生,85.2,-10.9,0,-5.1,-5.3,-,-0.5,0,0,0,-10.9,-,-,"別名： グズベリー、西洋すぐり、まるすぐり、おおすぐり
廃棄部位： 両端
英国成分表から推計"
7081,976,（すもも類） プルーン 生,86.2,-10.8,0,-5.5,-3.3,-0.2,-1.7,-0.1,0,0,-10.7,-0.7,-,"別名： ヨーロッパすもも 
廃棄部位： 核及び果柄
米国成分表から推計。ソルビトールは豪州成分表から推計"
7082,977,（すもも類） プルーン 乾,33.3,-42.2,-4.9,-24.6,-12.0,0,-0.1,-0.1,0,0,-41.7,-12.1,-,"別名： ヨーロッパすもも
米国成分表から推計。ソルビトールは豪州成分表から推計"
7086,978,チェリモヤ 生,78.1,-13.7,0,-6.3,-6.7,0,-0.7,0,0,0,-13.7,-,-,"廃棄部位： 果皮、種子及びへた
米国成分表から推計"
7088,981,（なし類） 日本なし 生,88.0,8.3,0,1.4,3.8,-,2.9,0,0,-,8.1,1.5,-,廃棄部位： 果皮及び果しん部
7091,984,（なし類） 西洋なし 生,84.9,-9.2,0,-2.4,-6.0,0,-0.7,0,0,0,-9.2,-2.9,-,"別名： 洋なし
廃棄部位： 果皮及び果しん部
米国成分表から推計。でん粉、ソルビトールは豪州成分表から推計"
7092,985,（なし類） 西洋なし 缶詰,78.8,-16.7,0,-6.6,-6.4,-,-1.5,-2.0,0,0,-16.5,-2.7,-,"別名： 洋なし
試料： ヘビーシラップ漬
液汁を含んだもの （液汁 40 % ）
米国成分表から推計。でん粉、ソルビトール、乳糖は豪州成分表から推計"
7096,987,なつめやし 乾,24.8,-59.0,-,-29.1,-29.9,0,0,0,0,-,-59.0,-,-,"別名： デーツ
廃棄部位： へた及び核
豪州成分表から推計。ガラクトースは米国成分表から推計"
7097,988,パインアップル 生,85.2,12.6,0,1.6,1.9,-,8.8,Tr,0,-,12.2,-,-,"別名： パイナップル
廃棄部位： はく皮及び果しん部"
7177,989,パインアップル 焼き,78.2,17.1,-,2.3,2.7,-,11.5,-,-,-,16.5,-,-,"別名： パイナップル
はく皮及び果しん部を除いたもの"
7098,990,パインアップル 果実飲料 ストレートジュース,88.2,-10.2,0,-2.8,-2.8,0,-4.3,0,0,0,-9.9,-,-,"別名： パイナップル
英国成分表から推計。ガラクトースは米国成分表から推計"
7099,991,パインアップル 果実飲料 濃縮還元ジュース,88.3,-10.1,0,-2.8,-2.8,0,-4.3,0,0,0,-9.9,-,-,"別名： パイナップル
英国成分表から推計。ガラクトースは米国成分表から推計"
7102,994,パインアップル 缶詰,78.9,-19.7,0,-7.1,-5.7,-,-6.5,0,0,0,-19.4,-,-,"別名： パイナップル
試料： ヘビーシラップ漬
液汁を含んだもの （液汁 37 % ）
英国成分表から推計"
7103,995,パインアップル 砂糖漬,12.0,-91.9,0,-0.9,-0.9,-,-85.8,-,0,-,-87.6,-,-,原材料配合割合から推計
7106,997,パッションフルーツ 果汁 生,82.0,-4.1,0,-1.6,-1.3,-,-1.1,0,0,-,-4.0,-,-,"別名： くだものとけいそう
全果に対する果汁分： 30 %
豪州成分表から推計"
7107,998,バナナ 生,75.4,19.4,3.1,2.6,2.4,-,10.5,Tr,0,-,18.5,-,-,廃棄部位： 果皮及び果柄
7108,999,バナナ 乾,14.3,-67.4,-10.7,-9.0,-8.3,-,-36.6,Tr,0,-,-64.5,-,-,07107バナナ生から推計
7109,1000,パパイア 完熟 生,89.2,-7.1,0,-3.7,-3.4,0,0,0,0,0,-7.1,-,-,"別名 : パパイヤ
廃棄部位： 果皮及び種子
米国成分表から推計"
7110,1001,パパイア 未熟 生,88.7,-7.4,0,-3.9,-3.5,0,0,0,0,-,-7.4,-,-,"別名 : パパイヤ
廃棄部位： 果皮及び種子
米国成分表から推計"
7114,1002,びわ 生,88.6,-5.9,0,-2.7,-3.3,-,0,0,0,-,-5.9,-,-,"廃棄部位： 果皮及び種子
豪州成分表から推計"
7116,1004,ぶどう 皮なし 生,83.5,-14.4,0,-7.3,-7.1,-,0,0,0,-,-14.4,0,0,"廃棄部位： 果皮及び種子
ソルビトール、マンニトールは豪州成分表から推計"
7178,1005,ぶどう 皮つき 生,81.7,17.0,-,8.4,8.7,-,0,-,-,-,17.0,0,-,
7117,1006,ぶどう 干しぶどう,14.5,-60.3,0,-28.6,-31.7,-,0,0,0,-,-60.3,0,-,"別名： レーズン
豪州成分表から推計"
7118,1007,ぶどう 果実飲料 ストレートジュース,84.8,-13.9,0,-6.7,-7.2,0,Tr,0,0,0,-13.9,-,-,米国成分表から推計。でん粉は英国成分表から推計
7119,1008,ぶどう 果実飲料 濃縮還元ジュース,87.2,-11.7,0,-5.6,-6.1,0,Tr,0,0,0,-11.7,-,-,米国成分表から推計。でん粉は英国成分表から推計
7123,1012,ぶどう ジャム,51.4,-49.1,0,-5.0,-4.9,-,-37.4,0,0,-,-47.2,-,-,原材料配合割合から推計
7124,1013,ブルーベリー 生,86.4,-8.6,Tr,-4.2,-4.3,0,-0.1,0,0,0,-8.6,-,-,"試料： ハイブッシュブルーベリー
果実全体
米国成分表から推計"
7125,1014,ブルーベリー ジャム,55.1,-43.1,Tr,-3.3,-3.3,-,-34.7,0,0,0,-41.3,-,-,"試料： ハイブッシュブルーベリー
原材料配合割合から推計"
7128,1016,ホワイトサポテ 生,79.0,-16.3,-3.8,-4.8,-4.6,0,-2.4,-0.2,0,0,-15.8,-,-,"廃棄部位： 果皮及び種子
米国成分表から推計"
7130,1017,まくわうり 黄肉種 生,90.8,-7.6,Tr,-1.4,-1.7,-0.1,-4.1,Tr,0,-,-7.4,-,-,"廃棄部位： 果皮及び種子
米国成分表から推計"
7173,1018,まくわうり 白肉種 生,90.8,-7.6,Tr,-1.4,-1.7,-0.1,-4.1,Tr,0,-,-7.4,-,-,"廃棄部位： 果皮及び種子
米国成分表から推計"
7131,1019,マルメロ 生,84.2,-9.5,0,-3.5,-5.5,-,-0.4,0,0,0,-9.4,0,-,"廃棄部位： 果皮及び果しん
豪州成分表から推計"
7132,1020,マンゴー 生,82.0,-13.8,-0.4,-1.3,-4.4,-,-7.3,0,0,-,-13.4,-,-,"廃棄部位： 果皮及び種子
英国成分表から推計。ガラクトースは米国成分表から推計"
7179,1021,マンゴー ドライマンゴー,9.3,68.9,1.1,4.8,20.4,-,40.5,-,-,-,66.8,-,-,
7134,1023,メロン 温室メロン 生,87.8,-9.6,Tr,-1.2,-1.3,-,-6.7,0,0,-,-9.3,-,-,"試料： アールス系（緑肉種）
廃棄部位： 果皮及び種子
07135露地メロンから推計"
7135,1024,メロン 露地メロン 緑肉種 生,87.9,9.5,Tr,1.2,1.3,-,6.7,0,0,-,9.2,-,-,廃棄部位： 果皮及び種子
7174,1025,メロン 露地メロン 赤肉種 生,87.9,-9.5,Tr,-1.2,-1.3,-,-6.7,0,0,-,-9.2,-,-,"廃棄部位： 果皮及び種子
07135緑肉種生から推計"
7136,1026,（もも類） もも 白肉種 生,88.7,8.4,0,0.6,0.7,-,6.8,0,0,-,8.0,0.3,-,"別名： 毛桃
試料： 白肉種
廃棄部位： 果皮及び核"
7184,1027,（もも類） もも 黄肉種 生,85.4,11.4,0.1,1.0,1.2,-,8.6,0,0,-,11.0,2.7,-,廃棄部位： 果皮及び核
7137,1028,（もも類） もも 果実飲料 30%果汁入り飲料 （ネクター）,88.0,-11.8,0,-5.3,-5.0,0,-1.5,0,0,-,-11.7,-,-,"別名： 毛桃
果肉（ピューレー）分： 30 %
米国成分表から推計"
7138,1029,（もも類） もも 缶詰 白肉種 果肉,78.5,-16.6,-,-6.5,-3.8,0,-4.4,-1.6,0,-,-16.3,-,-,"別名： 毛桃
試料 ： ヘビーシラップ漬
内容総量に対する果肉分： 60 %
豪州成分表から推計。ガラクトースは米国成分表から推計"
7175,1030,（もも類） もも 缶詰 黄肉種 果肉,78.5,-16.6,-,-6.5,-3.8,0,-4.4,-1.6,0,-,-16.3,-,-,"別名： 毛桃
内容総量に対する果肉分： 60 %
07138缶詰白肉種から推計"
7140,1032,（もも類） ネクタリン 生,87.8,-8.0,-0.1,-1.5,-1.3,0,-4.8,0,0,0,-7.7,-0.6,-,"別名： 油桃
廃棄部位： 果皮及び核
米国成分表から推計。ソルビトールは文献値から推計"
7144,1034,ライチー 生,82.1,-15.0,0,-7.3,-7.0,-,-0.6,0,0,0,-14.9,-,-,"試料： 冷凍品
別名： れいし
廃棄部位： 果皮及び種子
豪州成分表から推計"
7146,1035,ラズベリー 生,88.2,-5.6,-0.2,-2.4,-2.9,0,-0.1,0,0,0,-5.6,0,-0.1,"別名： レッドラズベリー、西洋きいちご
果実全体
豪州成分表から推計。ガラクトースは米国成分表から推計"
7148,1037,りんご 皮なし 生,84.1,12.4,0.1,1.4,6.0,0,4.8,0,0,-,12.2,0.7,-,廃棄部位： 果皮及び果しん部
7176,1038,りんご 皮つき 生,83.1,12.9,Tr,1.6,6.3,0,4.7,0,0,-,12.7,0.5,-,廃棄部位： 果しん部
7180,1039,りんご 皮つき 焼き,77.2,17.3,0.1,2.1,8.6,-,6.2,-,-,-,17.0,-,-,果しん部を除いたもの
7149,1040,りんご 果実飲料 ストレートジュース,87.7,10.8,0,2.8,6.4,-,1.4,0,0,-,10.7,0.4,-,
7150,1041,りんご 果実飲料 濃縮還元ジュース,88.1,-10.4,0,-2.7,-6.2,-,-1.4,0,0,-,-10.3,-,-,07149りんごストレートジュースから推計
7154,1045,りんご ジャム,46.9,-53.3,Tr,-1.1,-3.6,-,-46.4,0,0,-,-51.0,-,-,原材料配合割合から推計
8001,1046,えのきたけ 生,88.6,1.0,0.2,Tr,Tr,-,0,Tr,0,0.7,0.9,-,0.1,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8002,1047,えのきたけ ゆで,88.6,-1.0,-0.2,Tr,Tr,-,0,Tr,0,-0.7,-0.9,-,-0.1,"試料： 栽培品
柄の基部（いしづき）を除いたもの
08001えのきたけ生から推計"
8037,1048,えのきたけ 油いため,83.3,-1.1,-0.2,Tr,Tr,-,0,Tr,0,-0.8,-1.1,-,-0.2,"試料： 栽培品
柄の基部（いしづき）を除いたもの
可食部100gから脂質量gを差し引いた部分について08001えのきたけ生から推計"
8003,1049,えのきたけ 味付け瓶詰,74.1,10.3,0.3,1.2,0.7,Tr,4.4,2.9,0,0.3,9.9,-,0,"別名： なめたけ
試料： 栽培品
液汁を除いたもの"
8054,1050,（きくらげ類） あらげきくらげ 生,93.6,0.1,0.1,0.1,0,-,0,0,0,0,0.1,-,-,"別名： 裏白きくらげ
試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8004,1051,（きくらげ類） あらげきくらげ 乾,13.1,0.9,-,0.1,0,-,0,0,0,0.8,0.9,-,0,"別名： 裏白きくらげ
試料： 栽培品"
8005,1052,（きくらげ類） あらげきくらげ ゆで,82.3,-0.4,-0.2,-0.1,0,-,0,0,0,0,-0.4,-,-,"試料： 栽培品
08004あらげきくらげ乾から推計"
8038,1053,（きくらげ類） あらげきくらげ 油いため,64.2,-0.7,-0.4,-0.3,0,-,0,0,0,0,-0.6,-,-,"水戻し後、油いため
試料： 栽培品
可食部100gから脂質量gを差し引いた部分について08004あらげきくらげ乾から推計"
8006,1054,（きくらげ類） きくらげ 乾,14.9,2.7,-,0,0,-,0,0,0,2.6,2.6,-,0,試料： 栽培品
8007,1055,（きくらげ類） きくらげ ゆで,93.8,-0.2,-,0,0,-,0,0,0,-0.2,-0.2,-,0,"試料： 栽培品
08006きくらげ乾から推計"
8008,1056,（きくらげ類） しろきくらげ 乾,14.6,3.6,-,0.2,Tr,-,0,0.1,0,3.1,3.4,-,0.3,試料： 栽培品
8009,1057,（きくらげ類） しろきくらげ ゆで,92.6,-0.3,-,Tr,0,-,0,0,0,-0.3,-0.3,-,Tr,"試料： 栽培品
08008しろきくらげ乾から推計"
8010,1058,くろあわびたけ 生,90.2,1.3,-,0.1,0,-,0,0,0,1.1,1.3,-,0.3,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8039,1059,しいたけ 生しいたけ 菌床栽培 生,89.6,0.7,0.2,0.1,0,-,0,0,0,0.4,0.7,-,1.2,
8040,1060,しいたけ 生しいたけ 菌床栽培 ゆで,91.5,-0.6,-0.1,-0.1,0,-,0,0,0,-0.3,-0.6,-,-0.9,"試料： 栽培品
柄全体を除いた傘のみ
08039生しいたけ菌床栽培生から推計"
8041,1061,しいたけ 生しいたけ 菌床栽培 油いため,84.7,-0.8,-0.2,-0.1,0,-,0,0,0,-0.4,-0.7,-,-1.3,"試料： 栽培品
柄全体を除いた傘のみ
可食部100gから脂質量gを差し引いた部分について08039生しいたけ菌床栽培生から推計"
8057,1062,しいたけ 生しいたけ 菌床栽培 天ぷら,64.1,14.4,12.4,Tr,0,-,0.1,0.1,0,0.5,13.1,0,0.8,
8042,1063,しいたけ 生しいたけ 原木栽培 生,88.3,0.8,-,0.2,Tr,-,Tr,0,0,0.5,0.7,-,-,"試料： 栽培品
廃棄部位： 柄全体"
8043,1064,しいたけ 生しいたけ 原木栽培 ゆで,90.8,-0.6,-,-0.2,Tr,-,Tr,0,0,-0.4,-0.6,-,-,"試料： 栽培品
柄全体を除いた傘のみ
08042生しいたけ原木栽培生から推計"
8044,1065,しいたけ 生しいたけ 原木栽培 油いため,81.3,-0.9,-,-0.3,Tr,-,Tr,0,0,-0.5,-0.9,-,-,"試料： 栽培品
柄全体を除いた傘のみ
可食部100gから脂質量gを差し引いた部分について08042生しいたけ原木栽培生から推計"
8013,1066,しいたけ 乾しいたけ 乾,9.1,11.8,-,0.2,0.1,-,0,0,0,10.9,11.2,-,-,"どんこ、こうしんを含む
試料： 栽培品
廃棄部位： 柄全体"
8014,1067,しいたけ 乾しいたけ ゆで,86.2,-1.8,-,Tr,0,-,0,0,0,-1.7,-1.7,-,-,"どんこ、こうしんを含む
試料： 栽培品
柄全体を除いた傘のみ
08013乾しいたけ乾から推計"
8053,1068,しいたけ 乾しいたけ 甘煮,64.7,15.8,0.5,2.5,2.5,Tr,9.4,0.3,0,0,15.2,2.0,-,
8016,1071,（しめじ類） ぶなしめじ 生,91.1,1.4,0.1,0.2,0,-,0,0,0,1.0,1.3,-,0.4,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8017,1072,（しめじ類） ぶなしめじ ゆで,91.1,-1.3,-0.1,-0.2,0,-,0,0,0,-1.0,-1.3,-,-0.4,"試料： 栽培品
柄の基部（いしづき）を除いたもの
08016ぶなしめじ生から推計"
8046,1073,（しめじ類） ぶなしめじ 油いため,85.9,-1.4,-0.1,-0.2,0,-,0,0,0,-1.0,-1.3,-,-0.5,"試料： 栽培品
柄の基部（いしづき）を除いたもの
可食部100gから脂質量gを差し引いた部分について08016ぶなしめじ生から推計"
8055,1074,（しめじ類） ぶなしめじ 素揚げ,70.5,2.2,0.3,0,0,-,0,0,0,1.8,2.1,-,0.7,"試料： 栽培品
柄の基部（いしづき）を除いたもの"
8056,1075,（しめじ類） ぶなしめじ 天ぷら,55.5,21.0,18.5,0,-,-,-,-,-,0.6,19.2,-,0.2,"試料： 栽培品
柄の基部（いしづき）を除いたもの"
8019,1078,たもぎたけ 生,91.7,0.4,-,0.4,0,-,0,Tr,0,0,0.4,-,0.4,"別名： にれたけ、たもきのこ
試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8020,1079,なめこ 株採り 生,92.1,2.5,0.3,0.1,Tr,-,0,0,0,1.9,2.4,-,Tr,"別名： なめたけ
試料： 栽培品
廃棄部位： 柄の基部（いしづき）
（柄の基部を除いた市販品の場合： 0 %）"
8021,1080,なめこ 株採り ゆで,92.7,-2.3,-0.3,-0.1,Tr,-,0,0,0,-1.8,-2.2,-,Tr,"別名： なめたけ
試料： 栽培品
柄の基部（いしづき）を除いたもの
08020なめこ生から推計"
8058,1081,なめこ カットなめこ 生,94.9,1.8,0.2,0.9,0,-,0,Tr,0,0.6,1.8,-,0.1,"別名： なめたけ
試料： 栽培品
別名： なめたけ
試料： 栽培品"
8022,1082,なめこ 水煮缶詰,95.5,-1.4,-0.2,Tr,Tr,-,0,0,0,-1.1,-1.4,-,Tr,"試料： 栽培品
液汁を除いたもの
08020なめこ生から推計"
8023,1083,ぬめりすぎたけ 生,92.6,2.0,-,0.4,0,-,0,Tr,0,1.5,1.9,-,Tr,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8024,1084,（ひらたけ類） うすひらたけ 生,88.0,1.6,-,0.5,0,-,0,0,0,1.0,1.5,-,0,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8025,1085,（ひらたけ類） エリンギ 生,90.2,3.0,-,0.3,Tr,-,0,0,0,2.5,2.9,-,-,"試料： 栽培品
廃棄部位： 柄の基部（いしづき）"
8048,1086,（ひらたけ類） エリンギ ゆで,89.3,-3.3,-,-0.3,Tr,-,0,0,0,-2.7,-3.1,-,-,"試料： 栽培品
柄の基部（いしづき）を除いたもの
08025エリンギ生から推計"
